IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
150372939,OTHER OFFENSES,MISCELLANEOUS STATE FELONY,Wednesday,04/29/2015,14:16,TENDERLOIN,"ARREST, BOOKED",400 Block of JONES ST,-122.412993783039,37.7855629695287,"(37.7855629695287, -122.412993783039)",15037293926200
150372939,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,04/29/2015,14:16,TENDERLOIN,"ARREST, BOOKED",400 Block of JONES ST,-122.412993783039,37.7855629695287,"(37.7855629695287, -122.412993783039)",15037293962050
150372804,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,04/29/2015,14:15,INGLESIDE,NONE,600 Block of NAPLES ST,-122.433040844627,37.7185345219738,"(37.7185345219738, -122.433040844627)",15037280464020
156102233,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,04/29/2015,14:15,CENTRAL,NONE,100 Block of PINE ST,-122.39917586354,37.7922774162948,"(37.7922774162948, -122.39917586354)",15610223306374
150372763,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Wednesday,04/29/2015,14:10,TARAVAL,NONE,0 Block of ZOO RD,-122.500837040524,37.7308580846494,"(37.7308580846494, -122.500837040524)",15037276364015
150423269,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,04/29/2015,14:06,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.394521351766,37.779837314406,"(37.779837314406, -122.394521351766)",15042326928135
150372729,SUICIDE,ATTEMPTED SUICIDE,Wednesday,04/29/2015,14:04,MISSION,NONE,200 Block of DIAMOND ST,-122.437029979309,37.7583375959617,"(37.7583375959617, -122.437029979309)",15037272960010
150373216,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,04/29/2015,14:00,CENTRAL,NONE,1400 Block of THE EMBARCADERONORTH ST,-122.406429382098,37.8071368068488,"(37.8071368068488, -122.406429382098)",15037321609320
150373313,MISSING PERSON,FOUND PERSON,Wednesday,04/29/2015,14:00,PARK,NONE,800 Block of DIVISADERO ST,-122.438153158933,37.7773494551123,"(37.7773494551123, -122.438153158933)",15037331375000
156109029,NON-CRIMINAL,LOST PROPERTY,Wednesday,04/29/2015,14:00,CENTRAL,NONE,POST ST / GRANT AV,-122.405222821755,37.7886936920129,"(37.7886936920129, -122.405222821755)",15610902971000
156106326,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,04/29/2015,14:00,SOUTHERN,NONE,300 Block of 3RD ST,-122.398472416,37.7833420916721,"(37.7833420916721, -122.398472416)",15610632606244
150373216,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,04/29/2015,14:00,CENTRAL,NONE,1400 Block of THE EMBARCADERONORTH ST,-122.406429382098,37.8071368068488,"(37.8071368068488, -122.406429382098)",15037321606153
150373056,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,04/29/2015,13:50,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,"(37.7867342184983, -122.405895369887)",15037305606363
150375836,ASSAULT,BATTERY,Wednesday,04/29/2015,13:50,INGLESIDE,NONE,500 Block of TOMPKINS AV,-122.413156703091,37.7371067513459,"(37.7371067513459, -122.413156703091)",15037583604134
150373056,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,04/29/2015,13:50,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,"(37.7867342184983, -122.405895369887)",15037305606364
150372688,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,04/29/2015,13:45,PARK,NONE,HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693,"(37.7695262270693, -122.450709919144)",15037268868020
150372622,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Wednesday,04/29/2015,13:44,MISSION,"ARREST, BOOKED",300 Block of NOE ST,-122.433093496074,37.7633873513246,"(37.7633873513246, -122.433093496074)",15037262264002
150372694,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,04/29/2015,13:42,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.403070000847,37.7852686309087,"(37.7852686309087, -122.403070000847)",15037269406362
156102277,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,04/29/2015,13:40,CENTRAL,NONE,400 Block of GEARY ST,-122.41072162587,37.7870966495663,"(37.7870966495663, -122.41072162587)",15610227706374
150372644,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,04/29/2015,13:38,TENDERLOIN,"ARREST, BOOKED",MCALLISTER ST / HYDE ST,-122.415317966992,37.7807179285998,"(37.7807179285998, -122.415317966992)",15037264465016
150372581,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Wednesday,04/29/2015,13:35,BAYVIEW,NONE,1500 Block of OAKDALE AV,-122.389471535682,37.7340319720999,"(37.7340319720999, -122.389471535682)",15037258173000
150372810,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,04/29/2015,13:32,BAYVIEW,"ARREST, BOOKED",800 Block of DARTMOUTH ST,-122.409325338737,37.7201493865195,"(37.7201493865195, -122.409325338737)",15037281068020
150372810,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,04/29/2015,13:32,BAYVIEW,"ARREST, BOOKED",800 Block of DARTMOUTH ST,-122.409325338737,37.7201493865195,"(37.7201493865195, -122.409325338737)",15037281016030
150372810,NON-CRIMINAL,SEARCH WARRANT SERVICE,Wednesday,04/29/2015,13:32,BAYVIEW,"ARREST, BOOKED",800 Block of DARTMOUTH ST,-122.409325338737,37.7201493865195,"(37.7201493865195, -122.409325338737)",15037281075025
150372810,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Wednesday,04/29/2015,13:32,BAYVIEW,"ARREST, BOOKED",800 Block of DARTMOUTH ST,-122.409325338737,37.7201493865195,"(37.7201493865195, -122.409325338737)",15037281016020
150372597,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,04/29/2015,13:30,SOUTHERN,NONE,5THSTNORTH ST / MARKET ST,-122.408068345148,37.7839916768161,"(37.7839916768161, -122.408068345148)",15037259706113
150372597,ASSAULT,BATTERY,Wednesday,04/29/2015,13:30,SOUTHERN,NONE,5THSTNORTH ST / MARKET ST,-122.408068345148,37.7839916768161,"(37.7839916768161, -122.408068345148)",15037259704134
150378608,ASSAULT,BATTERY,Wednesday,04/29/2015,13:30,NORTHERN,NONE,2900 Block of VANNESS AV,-122.424656302023,37.8027754871782,"(37.8027754871782, -122.424656302023)",15037860804134
156114517,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,04/29/2015,13:13,SOUTHERN,NONE,100 Block of 1ST ST,-122.397450736688,37.7895861933973,"(37.7895861933973, -122.397450736688)",15611451706372
150372901,FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL),Wednesday,04/29/2015,13:11,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.7256933575703,"(37.7256933575703, -122.452289660492)",15037290109262
150372638,DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,04/29/2015,13:08,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.412249767634,37.782556330202,"(37.782556330202, -122.412249767634)",15037263816100
150373090,MISSING PERSON,FOUND PERSON,Wednesday,04/29/2015,13:00,TENDERLOIN,LOCATED,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",15037309075000
150378993,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Wednesday,04/29/2015,13:00,CENTRAL,NONE,100 Block of VALPARAISO ST,-122.415468997265,37.8011418777972,"(37.8011418777972, -122.415468997265)",15037899309164
150373090,MISSING PERSON,MISSING ADULT,Wednesday,04/29/2015,13:00,TENDERLOIN,LOCATED,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",15037309074000
150372519,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,04/29/2015,12:47,MISSION,NONE,MISSION ST / 15TH ST,-122.419827929961,37.7666737551835,"(37.7666737551835, -122.419827929961)",15037251906223
150372434,NON-CRIMINAL,FOUND PROPERTY,Wednesday,04/29/2015,12:45,TENDERLOIN,NONE,200 Block of LEAVENWORTH ST,-122.414217804322,37.7832593295025,"(37.7832593295025, -122.414217804322)",15037243472000
150372434,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Wednesday,04/29/2015,12:45,TENDERLOIN,NONE,200 Block of LEAVENWORTH ST,-122.414217804322,37.7832593295025,"(37.7832593295025, -122.414217804322)",15037243416704
156106570,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,04/29/2015,12:45,SOUTHERN,NONE,100 Block of 4TH ST,-122.40316136589,37.7836909533775,"(37.7836909533775, -122.40316136589)",15610657006244
156110747,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,04/29/2015,12:45,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415448759562,37.778293520129,"(37.778293520129, -122.415448759562)",15611074706374
150372434,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,04/29/2015,12:45,TENDERLOIN,NONE,200 Block of LEAVENWORTH ST,-122.414217804322,37.7832593295025,"(37.7832593295025, -122.414217804322)",15037243464070
150372484,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Wednesday,04/29/2015,12:45,NORTHERN,"ARREST, BOOKED",HEMLOCK ST / LARKIN ST,-122.418368839165,37.7874861572271,"(37.7874861572271, -122.418368839165)",15037248464001
150372553,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,04/29/2015,12:40,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.419350173229,37.7610160912056,"(37.7610160912056, -122.419350173229)",15037255368020
150372553,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,04/29/2015,12:40,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.419350173229,37.7610160912056,"(37.7610160912056, -122.419350173229)",15037255304012
150374060,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,04/29/2015,12:32,NORTHERN,NONE,WILLOW ST / LARKIN ST,-122.41762232101,37.7837762385684,"(37.7837762385684, -122.41762232101)",15037406006224
156101837,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,04/29/2015,12:30,TARAVAL,NONE,JOHNMUIR DR / SKYLINEBLVD HY,-122.50022040363,37.718954166945,"(37.718954166945, -122.50022040363)",15610183706244
150373620,VEHICLE THEFT,STOLEN TRUCK,Wednesday,04/29/2015,12:30,NORTHERN,NONE,1000 Block of ELLIS ST,-122.423477953324,37.7834532119734,"(37.7834532119734, -122.423477953324)",15037362007025
156102039,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,04/29/2015,12:30,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.513642064265,37.7784692199467,"(37.7784692199467, -122.513642064265)",15610203906244
150372478,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,04/29/2015,12:28,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15037247826170
150372478,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,04/29/2015,12:28,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15037247816660
150372478,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Wednesday,04/29/2015,12:28,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15037247827300
150372525,TRESPASS,TRESPASSING,Wednesday,04/29/2015,12:27,TARAVAL,NONE,3600 Block of WAWONA ST,-122.505757722844,37.7361698809927,"(37.7361698809927, -122.505757722844)",15037252527195
150372406,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,04/29/2015,12:24,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",15037240606301
150372406,FRAUD,"SHORT CHANGE, PETTY THEFT",Wednesday,04/29/2015,12:24,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",15037240610140
150372406,ASSAULT,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER,Wednesday,04/29/2015,12:24,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",15037240627171
150372779,WARRANTS,PROBATION SEARCH,Wednesday,04/29/2015,12:15,MISSION,NONE,2100 Block of MARKET ST,-122.430018655242,37.7668305229582,"(37.7668305229582, -122.430018655242)",15037277962071
150372779,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,04/29/2015,12:15,MISSION,NONE,2100 Block of MARKET ST,-122.430018655242,37.7668305229582,"(37.7668305229582, -122.430018655242)",15037277964085
150372779,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,04/29/2015,12:15,MISSION,NONE,2100 Block of MARKET ST,-122.430018655242,37.7668305229582,"(37.7668305229582, -122.430018655242)",15037277964070
150372280,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,04/29/2015,12:00,BAYVIEW,"ARREST, CITED",1300 Block of FITZGERALD AV,-122.395190407236,37.723112698743,"(37.723112698743, -122.395190407236)",15037228065016
150469514,LARCENY/THEFT,EMBEZZLEMENT FROM DEPENDENT OR ELDER ADULT BY CARETAKER,Wednesday,04/29/2015,12:00,MISSION,NONE,1000 Block of CAPP ST,-122.417054438267,37.7498946481153,"(37.7498946481153, -122.417054438267)",15046951406381
150485548,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",Wednesday,04/29/2015,12:00,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",15048554809016
150372785,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,04/29/2015,12:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15037278506243
150421865,NON-CRIMINAL,FOUND PROPERTY,Wednesday,04/29/2015,12:00,BAYVIEW,NONE,1200 Block of MINNESOTA ST,-122.389991787451,37.7546183308558,"(37.7546183308558, -122.389991787451)",15042186572000
150374684,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,04/29/2015,12:00,RICHMOND,NONE,2900 Block of BUSH ST,-122.445723271429,37.7854035231341,"(37.7854035231341, -122.445723271429)",15037468468020
156111256,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,04/29/2015,12:00,PARK,NONE,700 Block of DUBOCE AV,-122.436197542696,37.7690843276411,"(37.7690843276411, -122.436197542696)",15611125606244
150372882,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Wednesday,04/29/2015,12:00,INGLESIDE,NONE,1500 Block of ALEMANY BL,-122.435682711765,37.7275173689962,"(37.7275173689962, -122.435682711765)",15037288205082
150373448,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,04/29/2015,12:00,MISSION,NONE,2800 Block of 22ND ST,-122.410828224802,37.7559694414291,"(37.7559694414291, -122.410828224802)",15037344807023
150476672,MISSING PERSON,FOUND PERSON,Wednesday,04/29/2015,12:00,CENTRAL,NONE,0 Block of BUSH ST,-122.39940279218,37.7911607649989,"(37.7911607649989, -122.39940279218)",15047667275000
150469514,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,04/29/2015,12:00,MISSION,NONE,1000 Block of CAPP ST,-122.417054438267,37.7498946481153,"(37.7498946481153, -122.417054438267)",15046951406303
150389821,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,04/29/2015,11:45,INGLESIDE,NONE,400 Block of RAYMOND AV,-122.412457953057,37.7147347356846,"(37.7147347356846, -122.412457953057)",15038982164070
150372365,NON-CRIMINAL,FIRE REPORT,Wednesday,04/29/2015,11:42,MISSION,NONE,500 Block of GUERRERO ST,-122.423761749548,37.7623585990802,"(37.7623585990802, -122.423761749548)",15037236568000
150372672,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,04/29/2015,11:40,RICHMOND,NONE,KITTREDGE TR / TURK ST,-122.45065645055,37.7781634767395,"(37.7781634767395, -122.45065645055)",15037267209320
150372672,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,04/29/2015,11:40,RICHMOND,NONE,KITTREDGE TR / TURK ST,-122.45065645055,37.7781634767395,"(37.7781634767395, -122.45065645055)",15037267206243
150373357,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,04/29/2015,11:30,MISSION,NONE,POTRERO AV / 16TH ST,-122.407538332319,37.7657827544276,"(37.7657827544276, -122.407538332319)",15037335707021
150372230,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,04/29/2015,11:30,RICHMOND,NONE,600 Block of 4TH AV,-122.461868625606,37.7763785684136,"(37.7763785684136, -122.461868625606)",15037223061030
150372246,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,04/29/2015,11:24,CENTRAL,PSYCHOPATHIC CASE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869,"(37.8084350175869, -122.410774214375)",15037224664020
150372092,MISSING PERSON,FOUND PERSON,Wednesday,04/29/2015,11:13,SOUTHERN,EXCEPTIONAL CLEARANCE,6TH ST / JESSIE ST,-122.409247675547,37.7813987340892,"(37.7813987340892, -122.409247675547)",15037209275000
150372092,LARCENY/THEFT,"THEFT, DRUNK ROLL, <$50",Wednesday,04/29/2015,11:13,SOUTHERN,EXCEPTIONAL CLEARANCE,6TH ST / JESSIE ST,-122.409247675547,37.7813987340892,"(37.7813987340892, -122.409247675547)",15037209206121
150387916,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,04/29/2015,11:11,CENTRAL,NONE,800 Block of SUTTER ST,-122.414390137578,37.7885452792081,"(37.7885452792081, -122.414390137578)",15038791604138
150372177,ASSAULT,BATTERY,Wednesday,04/29/2015,11:06,SOUTHERN,NONE,400 Block of NATOMA ST,-122.407039055082,37.7807565183591,"(37.7807565183591, -122.407039055082)",15037217704134
150372177,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,04/29/2015,11:06,SOUTHERN,NONE,400 Block of NATOMA ST,-122.407039055082,37.7807565183591,"(37.7807565183591, -122.407039055082)",15037217705083
150372735,OTHER OFFENSES,FALSE PERSONATION,Wednesday,04/29/2015,11:00,RICHMOND,NONE,1400 Block of LAKE ST,-122.474958520887,37.7862640144621,"(37.7862640144621, -122.474958520887)",15037273509027
150417488,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,04/29/2015,11:00,CENTRAL,NONE,1900 Block of GRANT AV,-122.408448039815,37.8045923950469,"(37.8045923950469, -122.408448039815)",15041748805043
150372202,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,04/29/2015,11:00,INGLESIDE,"ARREST, BOOKED",300 Block of SCHWERIN ST,-122.412306092493,37.7082844510269,"(37.7082844510269, -122.412306092493)",15037220204138
150372202,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,04/29/2015,11:00,INGLESIDE,"ARREST, BOOKED",300 Block of SCHWERIN ST,-122.412306092493,37.7082844510269,"(37.7082844510269, -122.412306092493)",15037220215200
156103021,NON-CRIMINAL,LOST PROPERTY,Wednesday,04/29/2015,10:45,NORTHERN,NONE,VANNESS AV / PINE ST,-122.422139511488,37.7894107633457,"(37.7894107633457, -122.422139511488)",15610302171000
150372161,ASSAULT,BATTERY,Wednesday,04/29/2015,10:45,BAYVIEW,NONE,0 Block of UNIVERSITY ST,-122.415544901462,37.7298756522436,"(37.7298756522436, -122.415544901462)",15037216104134
150373830,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,04/29/2015,10:44,RICHMOND,NONE,300 Block of ELCAMINODELMAR ST,-122.486904610874,37.7875912811615,"(37.7875912811615, -122.486904610874)",15037383005013
156118387,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,04/29/2015,10:40,NORTHERN,NONE,600 Block of OCTAVIA ST,-122.424884145214,37.7783206675042,"(37.7783206675042, -122.424884145214)",15611838706372
150372462,NON-CRIMINAL,FOUND PROPERTY,Wednesday,04/29/2015,10:40,TARAVAL,NONE,0 Block of LUNADO WY,-122.471439333824,37.7226935109424,"(37.7226935109424, -122.471439333824)",15037246272000
150372058,KIDNAPPING,"KIDNAPPING, JUVENILE VICTIM",Wednesday,04/29/2015,10:39,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",15037205815021
150372058,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,04/29/2015,10:39,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",15037205826170
150372058,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,04/29/2015,10:39,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",15037205807020
150375632,NON-CRIMINAL,FOUND PROPERTY,Wednesday,04/29/2015,10:30,CENTRAL,NONE,JACKSON ST / STOCKTON ST,-122.408254664048,37.7958223141329,"(37.7958223141329, -122.408254664048)",15037563272000
150389984,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,04/29/2015,10:30,INGLESIDE,NONE,GENEVA AV / NAPLES ST,-122.436177137685,37.7142089386085,"(37.7142089386085, -122.436177137685)",15038998406153
150375080,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Wednesday,04/29/2015,10:30,SOUTHERN,NONE,500 Block of BRANNAN ST,-122.397713226445,37.7774696662398,"(37.7774696662398, -122.397713226445)",15037508015300
150375080,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,04/29/2015,10:30,SOUTHERN,NONE,500 Block of BRANNAN ST,-122.397713226445,37.7774696662398,"(37.7774696662398, -122.397713226445)",15037508004014
150372086,SECONDARY CODES,JUVENILE INVOLVED,Wednesday,04/29/2015,10:30,RICHMOND,NONE,22ND AV / FULTON ST,-122.480980581059,37.7727160506722,"(37.7727160506722, -122.480980581059)",15037208615500
150372086,NON-CRIMINAL,"TRUANT, HABITUAL",Wednesday,04/29/2015,10:30,RICHMOND,NONE,22ND AV / FULTON ST,-122.480980581059,37.7727160506722,"(37.7727160506722, -122.480980581059)",15037208629170
156102976,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,04/29/2015,10:19,NORTHERN,NONE,2800 Block of BAKER ST,-122.445576631793,37.7970005503713,"(37.7970005503713, -122.445576631793)",15610297628135
150375648,ASSAULT,THREATS AGAINST LIFE,Wednesday,04/29/2015,10:19,NORTHERN,NONE,2800 Block of BAKER ST,-122.445576631793,37.7970005503713,"(37.7970005503713, -122.445576631793)",15037564819057
150375648,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,04/29/2015,10:19,NORTHERN,NONE,2800 Block of BAKER ST,-122.445576631793,37.7970005503713,"(37.7970005503713, -122.445576631793)",15037564815200
150371975,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,04/29/2015,10:17,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.403070000847,37.7852686309087,"(37.7852686309087, -122.403070000847)",15037197506362
156113456,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,04/29/2015,10:15,INGLESIDE,NONE,300 Block of LAGRANDE AV,-122.425591802243,37.7197426710766,"(37.7197426710766, -122.425591802243)",15611345606374
150372155,NON-CRIMINAL,LOST PROPERTY,Wednesday,04/29/2015,10:10,TENDERLOIN,NONE,LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,"(37.7827931071006, -122.414056291891)",15037215571000
150372199,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,04/29/2015,10:05,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686,"(37.764357751686, -122.41747701285)",15037219964070
150376323,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,04/29/2015,10:00,PARK,NONE,1200 Block of ARGUELLO BL,-122.457710073927,37.7656873491296,"(37.7656873491296, -122.457710073927)",15037632371010
150372393,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,04/29/2015,10:00,TARAVAL,NONE,0 Block of MONTICELLO ST,-122.470639799896,37.7156512955196,"(37.7156512955196, -122.470639799896)",15037239371010
150371969,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,04/29/2015,10:00,NORTHERN,NONE,2000 Block of UNION ST,-122.433052223884,37.7974547210515,"(37.7974547210515, -122.433052223884)",15037196906363
150372951,NON-CRIMINAL,LOST PROPERTY,Wednesday,04/29/2015,10:00,NORTHERN,NONE,600 Block of POLK ST,-122.419020964349,37.782652976077,"(37.782652976077, -122.419020964349)",15037295171000
150389865,SECONDARY CODES,JUVENILE INVOLVED,Wednesday,04/29/2015,10:00,TARAVAL,NONE,2100 Block of 24TH AV,-122.481305019184,37.7474613181905,"(37.7474613181905, -122.481305019184)",15038986515500
150389865,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,04/29/2015,10:00,TARAVAL,NONE,2100 Block of 24TH AV,-122.481305019184,37.7474613181905,"(37.7474613181905, -122.481305019184)",15038986564070
156102324,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,04/29/2015,10:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15610232428150
156103883,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,04/29/2015,10:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15610388328150
150389865,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Wednesday,04/29/2015,10:00,TARAVAL,NONE,2100 Block of 24TH AV,-122.481305019184,37.7474613181905,"(37.7474613181905, -122.481305019184)",15038986519089
150371856,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,04/29/2015,09:57,MISSION,"ARREST, BOOKED",MISSION ST / 16TH ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",15037185665016
150375096,MISSING PERSON,MISSING ADULT,Wednesday,04/29/2015,09:39,PARK,NONE,1400 Block of GROVE ST,-122.440483106998,37.7755529016833,"(37.7755529016833, -122.440483106998)",15037509674000
150372008,NON-CRIMINAL,AIDED CASE,Wednesday,04/29/2015,09:39,TENDERLOIN,NONE,400 Block of TURK ST,-122.416342977622,37.7824465135592,"(37.7824465135592, -122.416342977622)",15037200851040
